"name","cpu","ram","gpu","storage","screen_size","screen_resolution","screen_panel","battery","color","price","rating","review_text"
"Laptop Dell Pro 13 Plus PB13250 - 236V-16512W (Ultra 5 236V, 16GB, 512GB, Full HD+, KYHD, Win11)","Intel Core Ultra 5 Lunar Lake - 236V","16 GB","Card tích hợp - Intel Arc Graphics 130V","512 GB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","13.3""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 45 Wh","","35.090.000₫","",""
"Laptop Dell Pro 14 PC14250 - 255U-32512WH (Ultra 7 255U, 32GB, 512GB, Full HD+, KYHD, Win11)","Intel Core Ultra 7 Arrow Lake - 255U","32 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 45 Wh","","35.790.000₫","",""
"Laptop Dell Pro 14 PC14250 - 255U-32512W (Ultra 7 255U, 32GB, 512GB, Full HD+, KYHD, Win11Pro)","Intel Core Ultra 7 Arrow Lake - 255U","32 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 45 Wh","","35.790.000₫","",""
"Laptop Dell Pro 14 PC14250 - 225U-16512WH (Ultra 5 225U, 16GB, 512GB, Full HD+, KYHD, Win11)","Intel Core Ultra 5 Arrow Lake - 225U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 45 Wh","","25.790.000₫","",""
"Laptop Dell Pro 14 PC14250 - 235U-16512W (Ultra 5 235U, 16GB, 512GB, Full HD+, KYHD, Win11Pro)","Intel Core Ultra 5 Arrow Lake - 235U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 45 Wh","","30.790.000₫","",""
"Laptop Dell Pro 14 Plus PB14250 - 235U-16512W (Ultra 5 235U, 16GB, 512GB, Full HD+, KYHD, Win11)","Intel Core Ultra 5 Arrow Lake - 235U","16 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-ion, 45 Wh","","35.090.000₫","",""
"Laptop Dell 14 DC14255 - DC4AI5278W1 (R5 AI 330, 16GB, 512GB, Full HD+, KYHD, OfficeH24+365, Win11)","AMD Ryzen AI 5 - 330","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD M.2 NVMe PcIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""","Full HD+ (1920 x 1200)","IPS","4-cell Li-ion, 54 Wh","","","",""
"Laptop Dell 14 Premium DA14250 - 71083616 (Ultra 7 255H, 32GB, 1TB, RTX 4050 6GB, 3.2K OLED 120Hz, Cảm ứng, OfficeH24+365, Win11)","Intel Core Ultra 7 Arrow Lake - 255H","32 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","1 TB SSD M.2 NVMe PCIe","14.5""","3.2K (3200 x 2000) OLED","OLED","6-cell Li-Po, 69.5 Wh","","","",""
"Laptop Dell 14 DC14255 - 71083617 (R7 AI 350, 16GB, 1TB, Full HD+, OfficeH24+365, Win11)","AMD Ryzen AI 7 - 350","16 GB","Card tích hợp - AMD Radeon Graphics","1 TB SSD M.2 NVMe PCIe","14""","Full HD+ (1920 x 1200)","IPS","4-cell Li-Po, 54 Wh","","","",""
"Laptop Dell Inspiron 14 5441 - 71069158 (X1 26 100, 16GB, 512GB, Full HD+, OfficeH24+365, Win11)","Snapdragon X - X1 26 100","16 GB","Card tích hợp - Qualcomm Adreno GPU","512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","Full HD+ (1920 x 1200)","IPS","3-cell Li-Po, 54 Wh","","","",""
"Laptop Dell 16 Plus DB16250 - X65NW9 (Ultra 9 288V, 32GB, 2TB, QHD+ 120Hz, OfficeH24+365, Win11)","Intel Core Ultra 9 Lunar Lake - 288V","32 GB","Card tích hợp - Intel Arc Graphics","2 TB SSD M.2 NVMe PCIe","16""","QHD+ (2560 x 1600)","WVA","4-cell, 64 Wh","","","",""
"Laptop Dell 15 DC15250 - CPH991 (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel UHD Graphics","1 TB SSD M.2 NVMe PCIe","15.6""","Full HD (1920 x 1080)","WVA","4-cell Li-Po, 54 Wh","","","",""
"Laptop Dell 16 Plus DB16250 - DB6U5387W1 (Ultra 5 226V, 16GB, 1TB, WQXGA, OfficeH24+365, Win11)","Intel Core Ultra 5 Lunar Lake - 226V","16 GB","Card tích hợp - Intel Arc Graphics 130V","1 TB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","2.5K","WVA","4-cell Li-ion, 64 Wh","","","",""
"Laptop Dell 16 DC16251 - DC6C7557W1 (Core 7 150U, 16GB, 1TB, Full HD+, OfficeH24+365, Win11)","Intel Core 7 Raptor Lake - 150U","16 GB","Card rời - NVIDIA Geforce MX570A, 2 GB","1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","16""","Full HD+ (1920 x 1200)","WVA","4-cell Li-ion, 54 Wh","","","",""
"Laptop Dell 15 DC15250 - DC5I5897W1 (i5 1334U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)","Intel Core i5 Raptor Lake - 1334U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe","15.6""","Full HD","IPS","3-cell Li-ion, 41 Wh","","","",""
"Laptop Dell 15 DC15250 - DC5I7952W1 (i7 1355U, 16GB, 512GB, Full HD+ 120Hz, OfficeH24+365, Win11)","Intel Core i7 Raptor Lake - 1355U","16 GB","Card tích hợp - Intel UHD Graphics","512 GB SSD M.2 NVMe PCIe","15.6""","Full HD","IPS","4-cell Li-ion, 54 Wh","","","",""
"Laptop HP 15 fd1490TU - D0BH5PA (Ultra 7 155H, 24GB, 512GB, Full HD, Win11)","Intel Core Ultra 7 Meteor Lake - 155H","24 GB","Card tích hợp - Intel Graphics","512 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","15.6""","Full HD (1920 x 1080)","IPS","3-cell Li-Po, 41.04 Wh","","23.890.000₫","",""
"Laptop Asus Zenbook S 16 UM5606GA - SS384WS (R9 AI 465, 32GB, 1TB, 3K OLED 120Hz, OfficeH24+365, Win11)","AMD Ryzen AI 9 - 465","32 GB","Card tích hợp - AMD Radeon 880M","1 TB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","3K (2880 x 1800) OLED","OLED","4-cell Li-ion, 83 Wh","","45.990.000₫","",""
"Laptop Asus Vivobook 14 M1407GA - LY270W (R7 AI 445, 16GB, 512GB, WUXGA, Win11)","AMD Ryzen 7 - 445","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion - 42 WHrs","","22.590.000₫","",""
"Laptop Asus Vivobook 14 Flip TP3407SA - SG349W (Ultra 5 226V, 16GB, 512GB, WUXGA OLED, Cảm ứng, Win11)","Intel Core Ultra 5 Lunar Lake - 226V","16 GB","Card tích hợp - Intel Arc Graphics","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200) - OLED","OLED","4-cell Li-ion, 70 Wh","","26.990.000₫","",""
"Laptop Asus TUF Gaming FX607VU - RL045W (Core 5 210H, 16GB, 512GB, RTX 4050 6GB, Full HD+ 144Hz, Win11)","Intel Core 5 Raptor Lake - 210H","16 GB","Card rời - NVIDIA GeForce RTX 4050, 6 GB","512 GB SSD M.2 NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""","Full HD+ (1920 x 1200)","IPS","4-cell, 56Wh","","27.690.000₫","",""
"Laptop Asus TUF Gaming FA506NCQ - HN005W (R7 170, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)","AMD Ryzen 7 - 170","16 GB","Card rời - NVIDIA GeForce RTX 3050, 4 GB","512 GB SSD M.2 NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""","Full HD (1920 x 1080)","IPS","3-cell, 48Wh","","23.990.000₫","",""
"Laptop Asus Vivobook 14 A1407QA - LY114W (X1 26 100, 16GB, 512GB, WUXGA, Win11)","Snapdragon X - X1 26 100","16 GB","Card tích hợp - Qualcomm Adreno GPU","512 GB SSD M.2 NVMe PCIe 4.0","14""","WUXGA (1920 x 1200)","IPS","3-cell Li-ion, 50 Wh","","18.990.000₫","",""
"Laptop Asus Vivobook S14 M3407GA - SF030W (R7 AI 445, 16GB, 512GB, WUXGA OLED, Win11)","AMD Ryzen AI 7 - 445","16 GB","Card tích hợp - AMD Radeon Graphics","512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""","WUXGA (1920 x 1200) - OLED","OLED","4-cell Li-ion, 70 Wh","","25.490.000₫","",""
"Laptop Asus Zenbook 14 UM3406GA - QD075WS (R7 AI 445 ,16GB, 512GB, WUXGA OLED, OfficeH24+365, Win11)","AMD Ryzen AI 7 - 445","16 GB","Card tích hợp - AMD Radeon 840M Graphics","512 GB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))","14""","WUXGA (1920 x 1200) - OLED","OLED","4-cell Li-ion, 75 Wh","","28.490.000₫","",""
"Laptop Asus Zenbook 14 UM3406GA - QD073WS (R7 AI 445, 32GB, 1TB, WUXGA OLED, OfficeH24+365, Win11)","AMD Ryzen AI 7 - 445","32 GB","Card tích hợp - AMD Radeon 840M","1 TB SSD M.2 NVMe PCIe 4.0","14""","WUXGA (1920 x 1200) - OLED","OLED","4-cell Li-ion, 75 Wh","","34.990.000₫","",""
"Laptop Samsung Galaxy Chromebook Go XE310XDA-KA1VN (N4500, 4GB, 32GB, HD, Win11 Pro)","Intel Celeron - N4500","4 GB","Card tích hợp - Intel UHD Graphics","eMMC 32 GB","11""","HD (1366 x 768)","","2 cell Li-ion, 40.2 Wh","","6.990.000₫","",""
"Laptop Samsung Galaxy Chromebook Go XE340XDA-KA1VN (N4500, 4GB, 32GB, HD, Win 11 Pro)","Intel Celeron - N4500","4 GB","Card tích hợp - Intel UHD Graphics","eMMC 32 GB","14""","HD (1366 x 768)","","2 cell Li-ion, 42.3 Wh","","7.990.000₫","",""
"Laptop MSI Gaming Cyborg 15 B13WFKG - 658VN (i7 13620H, 16GB, 1TB, RTX 5060 8GB, Full HD 144Hz, Win11)","Intel Core i7 Raptor Lake - 13620H","16 GB","Card rời - NVIDIA GeForce RTX 5060, 8 GB","1 TB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""","Full HD (1920 x 1080)","IPS","4-cell Li-Po, 55.2 Wh","","","",""
